WSBrewMashFilterType_Monitoring_Status_PackMLBaseStateMachine,50256,Object
WSBrewMashFilterType_Monitoring_Status_PackMLBaseStateMachine_MachineState,50257,Object
WSBrewMashFilterType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState,50258,Object
WSBrewMashFilterType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState_RunningState,50259,Object
WSBrewMashFilterType_Notifications,50260,Object
WSBrewLauterTunType,10017,ObjectType
WSBrewLauterTunType_Monitoring,50261,Object
WSBrewLauterTunType_Monitoring_Consumption,50262,Object
WSBrewLauterTunType_Monitoring_Consumption_Electricity,50263,Object
WSBrewLauterTunType_Monitoring_Consumption_Electricity_Main,50264,Object
WSBrewLauterTunType_Monitoring_Consumption_CompressedAir,50265,Object
WSBrewLauterTunType_Monitoring_Consumption_CompressedAir_Main,50266,Object
WSBrewLauterTunType_Monitoring_Consumption_CO2,50267,Object
WSBrewLauterTunType_Monitoring_Consumption_CO2_Main,50268,Object
WSBrewLauterTunType_Monitoring_Process,50269,Object
WSBrewLauterTunType_Monitoring_Process_ExtractFirstWort,50270,Object
WSBrewLauterTunType_Monitoring_Process_ExtractLastRunnings,50271,Object
WSBrewLauterTunType_Monitoring_Process_Turbidity,50272,Object
WSBrewLauterTunType_Monitoring_Process_pHValueProduct,50273,Object
WSBrewLauterTunType_Monitoring_Process_LauteringDeepCut,50274,Object
WSBrewLauterTunType_Monitoring_Process_QuantityFirstWort,50275,Object
WSBrewLauterTunType_Monitoring_Process_QuantityLastRunnings,50276,Object
WSBrewLauterTunType_Monitoring_Process_VolumeFlow,50277,Object
WSBrewLauterTunType_Monitoring_Process_DifferentialPressure,50278,Object
WSBrewLauterTunType_Monitoring_Process_Temperature,50279,Object
WSBrewLauterTunType_Monitoring_Process_RevolutionsTool,50280,Object
WSBrewLauterTunType_Monitoring_Process_HeightRakingMachine,50281,Object
WSBrewLauterTunType_Monitoring_Process_HeightRakingMachine_ProcessValueSetpoint,60026,Variable
WSBrewLauterTunType_Monitoring_Process_TemperatureSpargingWater,50282,Object
WSBrewLauterTunType_Monitoring_Process_QuantitySpargingWater,50283,Object
WSBrewLauterTunType_Monitoring_Process_QuantityWashableExtract,50284,Object
WSBrewLauterTunType_Monitoring_Status,50285,Object
WSBrewLauterTunType_Monitoring_Status_OperatingMode,50286,Object
WSBrewLauterTunType_Monitoring_Status_PackMLBaseStateMachine,50287,Object
WSBrewLauterTunType_Monitoring_Status_PackMLBaseStateMachine_MachineState,50288,Object
WSBrewLauterTunType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState,50289,Object
WSBrewLauterTunType_Monitoring_Status_PackMLBaseStateMachine_MachineState_ExecuteState_RunningState,50290,Object
WSBrewLauterTunType_Notifications,50291,Object
WSBrewInternalBoilerType,10018,ObjectType
WSBrewInternalBoilerType_Monitoring,50292,Object
WSBrewInternalBoilerType_Monitoring_Consumption,50293,Object
WSBrewInternalBoilerType_Monitoring_Consumption_Electricity,50294,Object
WSBrewInternalBoilerType_Monitoring_Consumption_Electricity_Main,50295,Object
WSBrewInternalBoilerType_Monitoring_Consumption_Steam,50296,Object
WSBrewInternalBoilerType_Monitoring_Consumption_Steam_Main,50297,Object
WSBrewInternalBoilerType_Monitoring_Consumption_HotWater,50298,Object
WSBrewInternalBoilerType_Monitoring_Consumption_HotWater_Main,50299,Object
WSBrewInternalBoilerType_Monitoring_Process,50300,Object
WSBrewInternalBoilerType_Monitoring_Process_Pressure,50301,Object
WSBrewInternalBoilerType_Monitoring_Process_Temperature,50302,Object
WSBrewInternalBoilerType_Monitoring_Process_VolumeFlow,50303,Object
WSBrewExternalBoilerType,10019,ObjectType
WSBrewExternalBoilerType_Monitoring,50304,Object
WSBrewExternalBoilerType_Monitoring_Consumption,50305,Object
WSBrewExternalBoilerType_Monitoring_Consumption_Electricity,50306,Object
WSBrewExternalBoilerType_Monitoring_Consumption_Electricity_Main,50307,Object
WSBrewExternalBoilerType_Monitoring_Consumption_Steam,50308,Object
WSBrewExternalBoilerType_Monitoring_Consumption_Steam_Main,50309,Object
WSBrewExternalBoilerType_Monitoring_Consumption_HotWater,50310,Object
WSBrewExternalBoilerType_Monitoring_Consumption_HotWater_Main,50311,Object
WSBrewExternalBoilerType_Monitoring_Process,50312,Object
WSBrewExternalBoilerType_Monitoring_Process_Pressure,50313,Object
WSBrewExternalBoilerType_Monitoring_Process_Temperature,50314,Object
WSBrewExternalBoilerType_Monitoring_Process_VolumeFlow,50315,Object
WSBrewWortCoolerType,10020,ObjectType
WSBrewWortCoolerType_Monitoring,50316,Object
WSBrewWortCoolerType_Monitoring_Consumption,50317,Object
WSBrewWortCoolerType_Monitoring_Consumption_Electricity,50318,Object
WSBrewWortCoolerType_Monitoring_Consumption_Electricity_Main,50319,Object
WSBrewWortCoolerType_Monitoring_Consumption_SterileAir,50320,Object
WSBrewWortCoolerType_Monitoring_Consumption_SterileAir_Main,50321,Object
WSBrewWortCoolerType_Monitoring_Process,50322,Object
WSBrewWortCoolerType_Monitoring_Process_TemperatureColdWort,50323,Object
WSBrewWortCoolerType_Monitoring_Process_Temperature,50324,Object
